priority,deadline_hours,task_bandwidth,task_skill_1,task_skill_2,task_skill_3,task_skill_4,task_skill_5,task_skill_6,task_skill_7,task_skill_8,task_skill_9,task_skill_10,emp_bandwidth,emp_skill_1,emp_skill_2,emp_skill_3,emp_skill_4,emp_skill_5,emp_skill_6,emp_skill_7,emp_skill_8,emp_skill_9,emp_skill_10,match_score,label_user_id,num_matching_skills
2,36,7,0,0,0,1,1,0,1,1,1,0,9,0,0,0,1,0,0,1,0,0,1,0.4,E058,2
1,30,7,0,0,1,1,1,1,0,1,0,0,30,0,1,0,1,1,0,0,0,0,0,0.4,E085,2
1,13,27,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0.5,E051,1
3,11,22,0,0,0,0,0,0,1,0,1,1,20,1,0,0,0,0,0,1,0,0,1,0.67,E022,2
1,21,21,0,0,1,0,1,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,1,0.5,E078,1
1,52,40,0,1,0,1,0,0,1,0,0,1,50,0,1,0,1,0,1,1,0,0,1,1.0,E031,4
3,20,34,1,1,0,1,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0.25,E026,1
2,68,12,0,0,0,0,1,0,0,0,1,0,18,1,0,1,0,1,1,0,0,1,0,1.0,E072,2
1,39,11,1,0,0,0,0,1,0,1,0,0,38,0,0,0,0,1,1,0,0,1,1,0.33,E032,1
1,10,36,0,0,0,1,0,1,0,1,0,0,8,0,0,0,1,1,0,1,1,0,1,0.67,E034,2
1,33,29,1,1,1,0,1,0,0,0,0,1,29,0,1,1,0,1,0,0,0,0,0,0.6,E010,3
3,59,10,0,0,0,0,1,1,0,0,1,0,23,0,0,0,1,1,0,0,0,1,0,0.67,E067,2
3,62,38,0,0,0,0,0,0,1,0,0,1,29,0,0,1,1,1,0,1,0,0,0,0.5,E034,1
1,66,28,1,1,1,1,0,0,0,0,0,1,25,0,1,0,1,0,0,1,1,0,1,0.6,E014,3
2,40,36,1,0,0,0,1,0,0,0,0,1,12,0,0,0,0,1,1,0,1,1,0,0.33,E024,1
1,27,37,1,0,0,0,1,0,1,1,1,0,3,0,0,0,0,1,1,1,0,0,0,0.4,E026,2
1,4,39,0,0,0,0,0,1,0,1,0,0,35,0,1,0,0,0,1,0,0,1,1,0.5,E032,1
3,14,8,1,0,1,0,1,1,0,0,0,1,14,1,0,1,1,0,0,0,0,0,0,0.4,E029,2
2,55,10,0,1,1,0,1,0,1,0,0,0,36,0,0,0,0,0,1,1,1,1,0,0.25,E000,1
1,65,8,1,0,0,0,1,0,0,0,0,0,26,0,1,0,1,1,1,1,0,0,0,0.5,E024,1
1,41,5,0,0,1,1,0,1,1,0,0,0,34,0,1,0,0,0,1,0,0,0,0,0.25,E022,1
2,31,8,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,1,1,0,0,0,0,0.5,E030,1
1,50,39,0,0,0,0,0,1,0,1,0,0,30,0,0,0,1,0,0,0,1,1,0,0.5,E054,1
3,29,25,0,0,0,0,0,1,0,0,0,1,48,0,0,0,1,0,0,1,0,0,1,0.5,E099,1
3,56,30,1,0,0,1,0,0,0,1,0,0,46,1,0,1,1,0,0,0,1,0,0,1.0,E024,3
1,10,23,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0.5,E066,2
2,72,30,1,0,0,0,0,1,0,0,1,0,36,0,1,0,1,1,1,0,0,0,1,0.33,E037,1
1,6,22,0,1,1,0,0,0,1,1,0,0,31,0,0,0,1,0,0,1,1,0,0,0.5,E050,2
3,59,18,0,0,1,1,1,1,0,0,0,1,37,0,0,1,1,0,1,0,0,1,1,0.8,E019,4
2,41,26,0,0,0,0,1,0,0,1,0,1,37,1,0,0,1,0,0,0,0,1,1,0.33,E070,1
2,49,23,1,1,1,0,1,0,0,0,1,0,26,1,0,0,0,0,0,1,1,1,0,0.4,E085,2
3,54,17,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,1,1.0,E060,2
2,17,34,0,1,1,0,1,0,0,1,0,0,43,0,0,0,0,0,1,0,1,0,0,0.25,E069,1
2,62,14,0,1,0,1,1,0,0,0,0,0,47,0,1,0,0,0,1,0,0,0,1,0.33,E032,1
1,24,35,1,1,0,1,0,0,0,0,1,1,41,0,0,0,1,1,0,0,1,1,1,0.6,E012,3
1,34,36,0,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1,0.5,E086,1
3,48,39,0,0,0,0,1,1,0,0,0,0,6,0,0,1,1,1,1,0,1,0,0,1.0,E026,2
2,24,12,0,1,0,0,0,0,1,1,0,1,24,0,1,1,0,0,0,0,0,1,0,0.25,E027,1
3,68,40,0,0,0,0,0,1,1,1,0,0,42,1,0,1,1,0,0,1,0,1,0,0.33,E042,1
2,28,39,0,1,0,0,1,1,0,0,0,1,49,0,0,1,1,1,0,0,0,0,0,0.25,E002,1
3,71,22,0,1,0,1,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0.4,E043,2
3,56,40,1,0,0,0,0,0,1,0,0,0,26,1,1,0,0,0,1,0,1,0,1,0.5,E095,1
1,59,19,1,1,1,0,0,1,1,0,0,0,26,0,1,1,0,1,0,0,0,0,1,0.4,E065,2
3,28,30,1,0,1,0,0,1,0,0,1,1,39,1,1,1,0,0,0,0,0,0,1,0.6,E039,3
2,47,12,0,0,0,1,0,1,1,0,1,0,39,0,1,0,0,0,1,0,0,0,0,0.25,E098,1
3,21,29,0,0,0,0,0,0,1,1,1,1,50,0,1,0,0,1,0,0,0,0,1,0.25,E064,1
2,42,23,1,1,1,0,0,0,0,0,1,1,14,1,0,1,1,0,0,0,0,0,1,0.6,E002,3
2,6,31,1,1,0,0,0,0,0,1,1,1,39,1,0,0,0,0,1,1,0,0,0,0.2,E090,1
1,44,8,0,0,0,1,1,1,1,0,0,0,14,0,0,0,0,1,0,0,1,0,0,0.25,E011,1
3,15,31,0,1,0,0,1,0,1,1,1,0,42,1,1,0,0,1,1,0,0,1,0,0.6,E031,3
3,48,16,1,0,0,0,0,1,0,1,1,1,34,0,1,0,1,1,0,1,0,1,0,0.2,E073,1
2,21,25,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0.5,E011,1
2,40,8,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.2,E046,1
1,7,14,1,1,1,0,0,0,0,1,0,1,3,1,0,0,0,0,1,0,1,0,0,0.4,E097,2
3,17,12,1,0,1,1,0,0,0,1,1,0,41,1,1,1,0,0,0,1,0,0,0,0.4,E094,2
3,63,40,0,0,0,1,1,0,0,0,0,1,34,0,0,0,1,0,0,0,1,0,0,0.33,E011,1
3,44,36,0,1,0,0,0,1,1,1,1,0,3,0,0,0,0,0,1,0,1,0,0,0.4,E038,2
3,19,38,0,0,0,0,0,0,0,1,1,1,23,0,0,0,1,0,0,1,1,1,1,1.0,E025,3
2,54,17,0,1,1,1,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0.2,E061,1
1,48,25,1,1,1,0,1,0,1,0,0,0,19,1,0,1,0,0,1,0,0,1,1,0.4,E045,2
2,35,16,0,0,1,1,0,0,1,0,0,1,15,0,0,1,0,1,1,1,0,1,0,0.5,E076,2
1,28,21,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,1,1,1,0,1,1.0,E075,3
3,34,14,0,1,1,0,0,1,0,0,1,1,30,0,0,0,1,1,1,0,1,0,1,0.4,E097,2
2,37,10,0,1,1,0,1,0,0,0,1,1,11,0,0,0,0,1,1,1,0,0,0,0.2,E000,1
3,26,6,1,1,0,0,1,1,0,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0.25,E072,1
1,38,22,0,1,0,1,1,0,0,1,0,0,48,1,0,1,0,1,1,0,0,0,0,0.25,E068,1
1,8,23,0,0,0,1,0,1,1,1,0,1,4,1,1,0,0,0,1,0,1,0,1,0.6,E008,3
1,26,30,1,0,0,0,0,0,0,1,1,1,7,1,0,0,0,0,0,1,0,1,0,0.5,E072,2
1,9,28,1,0,0,0,0,0,0,1,0,0,14,1,0,0,0,1,0,0,0,0,0,0.5,E094,1
2,4,16,1,0,0,0,0,1,0,1,0,0,50,1,0,0,0,0,0,0,0,1,0,0.33,E040,1
1,53,20,0,1,1,0,1,0,0,0,0,1,15,0,1,0,1,0,0,0,0,0,0,0.25,E058,1
2,40,34,0,0,0,0,0,0,0,1,0,1,23,0,0,1,0,0,0,0,0,1,1,0.5,E003,1
3,27,25,1,0,1,0,0,1,0,1,0,1,25,0,1,0,0,0,1,0,1,1,1,0.6,E076,3
1,43,16,1,0,0,0,1,1,1,0,0,0,4,0,0,1,0,1,0,1,0,1,0,0.5,E075,2
1,40,20,0,0,1,1,1,0,0,1,1,0,30,0,1,0,1,0,0,0,0,0,0,0.2,E092,1
2,9,20,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.33,E044,1
2,72,23,1,0,0,1,1,0,0,0,1,0,10,1,0,0,0,1,0,0,1,1,1,0.75,E060,3
2,62,22,0,1,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,1,1,0.5,E060,1
1,35,18,0,0,0,1,0,0,1,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0.5,E060,1
2,71,7,1,0,0,0,1,1,1,0,1,0,22,0,0,1,0,0,0,0,0,1,0,0.2,E002,1
3,18,17,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,1,0.33,E081,1
2,14,11,1,1,0,1,0,0,1,0,1,0,34,0,0,1,0,1,0,1,0,0,0,0.2,E029,1
3,51,14,0,0,0,1,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0.33,E047,1
3,7,17,1,1,0,1,0,1,0,0,0,1,50,1,0,0,0,0,1,1,0,0,0,0.4,E095,2
3,49,10,0,0,0,0,1,1,0,1,0,0,12,1,0,0,1,1,0,1,0,1,0,0.33,E041,1
2,31,39,0,1,0,1,1,0,1,0,1,0,37,0,0,1,0,0,0,1,0,1,0,0.4,E028,2
2,48,29,0,1,0,0,0,0,1,0,0,0,18,0,1,0,1,0,0,0,1,0,0,0.5,E041,1
3,47,39,0,1,1,0,1,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0.33,E065,1
2,39,26,0,0,1,0,0,1,0,1,1,0,48,1,0,0,1,0,1,1,1,0,0,0.5,E090,2
3,56,18,1,0,1,0,0,0,1,0,1,1,37,0,0,0,1,0,0,1,0,0,1,0.4,E072,2
3,61,36,0,1,1,0,1,0,0,0,1,1,34,0,0,1,0,1,0,0,0,0,0,0.4,E085,2
2,24,21,1,0,1,0,1,0,1,1,0,0,49,0,1,1,0,0,0,0,0,0,0,0.2,E042,1
3,71,21,1,0,1,1,0,0,0,0,0,1,14,0,1,0,1,0,0,0,0,0,0,0.25,E084,1
3,71,39,1,1,1,0,0,1,0,0,0,1,48,1,0,0,0,0,0,0,0,1,0,0.2,E042,1
2,44,23,0,0,1,0,1,0,0,1,1,1,3,1,0,1,0,1,0,0,0,1,0,0.6,E041,3
3,58,29,0,0,0,1,0,0,1,0,1,0,7,1,0,0,0,1,1,0,0,1,1,0.33,E078,1
3,58,28,0,0,1,0,0,1,1,1,0,0,19,0,0,0,0,0,1,0,0,0,1,0.25,E092,1
3,63,16,1,0,1,0,0,1,0,0,1,1,26,0,1,1,0,1,1,0,0,1,0,0.6,E079,3
1,5,8,0,0,1,0,0,1,0,0,0,1,40,1,0,0,0,0,1,1,0,1,1,0.67,E026,2
3,41,40,1,0,0,0,1,1,0,0,0,0,37,1,0,0,0,0,0,1,0,1,0,0.33,E078,1
3,17,35,0,0,0,0,1,1,0,0,0,0,11,1,0,0,0,0,1,1,0,1,1,0.5,E081,1
2,43,25,0,0,0,0,0,0,1,0,0,1,28,0,0,0,0,0,1,0,0,0,1,0.5,E041,1
2,15,33,1,0,0,0,0,0,0,1,0,0,33,0,1,0,0,0,1,1,1,0,1,0.5,E098,1
1,40,30,1,1,0,0,1,0,0,0,0,1,23,1,0,0,0,0,0,0,0,1,1,0.5,E061,2
1,49,23,0,0,0,1,1,0,0,0,0,1,40,0,0,1,0,1,0,0,1,1,1,0.67,E007,2
3,13,6,1,1,0,0,1,0,0,0,1,1,50,0,0,0,0,1,0,1,1,1,0,0.4,E042,2
1,66,8,0,0,1,0,1,0,0,0,0,1,5,1,0,1,0,1,0,1,0,1,0,0.67,E073,2
1,15,10,0,1,0,1,1,0,0,1,0,1,39,1,0,0,0,0,0,0,1,0,0,0.2,E053,1
1,42,13,1,1,0,0,0,1,1,0,1,0,49,0,0,0,0,1,1,0,0,0,0,0.2,E065,1
2,44,14,0,1,0,0,0,1,1,0,0,1,16,0,0,0,1,1,0,1,1,1,0,0.25,E005,1
1,9,14,1,0,1,1,1,1,0,0,0,0,41,0,1,0,0,1,0,0,1,1,1,0.2,E052,1
1,65,40,0,0,1,0,1,0,0,0,0,1,48,0,0,1,0,0,0,0,1,0,1,0.67,E089,2
1,68,23,0,0,1,1,0,0,0,1,0,1,14,0,1,0,0,0,0,1,1,0,1,0.5,E069,2
1,23,6,0,0,0,0,0,1,1,0,0,1,35,0,0,1,0,1,0,1,1,1,0,0.33,E087,1
1,7,20,0,0,0,0,1,1,1,0,1,0,15,0,0,0,1,0,1,0,0,1,1,0.5,E026,2
3,7,25,1,1,1,1,0,1,0,0,0,0,38,1,1,1,0,0,0,0,1,0,1,0.6,E023,3
2,53,14,1,0,0,1,1,0,1,0,0,1,39,1,0,1,0,0,1,0,0,0,0,0.2,E054,1
3,17,13,0,1,0,0,0,1,1,0,0,0,18,0,0,0,1,0,1,0,0,0,0,0.33,E021,1
3,13,31,1,0,1,1,0,0,0,0,0,0,47,1,0,1,1,0,1,0,0,1,0,1.0,E079,3
2,10,22,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,1,1,0,0,0,0,1.0,E001,2
1,48,20,1,0,1,1,1,0,1,0,0,0,48,0,1,1,1,0,1,0,0,1,0,0.4,E087,2
1,36,23,0,0,0,1,0,1,1,0,0,0,48,0,1,1,0,1,1,0,1,0,0,0.33,E083,1
1,50,7,0,1,0,0,1,0,1,0,0,1,22,0,0,0,0,0,0,1,1,1,0,0.25,E004,1
3,4,38,1,0,1,0,0,0,0,1,1,1,8,1,0,0,0,1,0,1,1,1,0,0.6,E065,3
2,57,16,1,0,0,1,0,1,0,0,1,0,33,1,0,1,0,0,0,1,1,0,0,0.25,E001,1
3,31,13,0,1,1,0,0,0,1,1,1,0,24,0,1,1,0,0,1,0,0,0,1,0.4,E092,2
2,34,35,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0.33,E095,1
3,35,37,0,0,1,0,0,0,1,0,1,1,45,0,0,0,1,1,0,1,0,0,0,0.25,E059,1
1,9,16,0,1,0,1,0,0,1,0,0,0,46,1,1,0,0,0,0,0,1,0,0,0.33,E064,1
3,24,13,0,0,0,0,1,0,0,0,1,0,8,0,0,1,0,1,1,0,1,1,0,1.0,E030,2
3,32,9,0,0,1,0,0,1,1,1,0,0,5,1,0,1,0,0,1,1,0,0,0,0.75,E069,3
2,43,25,0,0,0,0,0,0,1,1,0,1,50,1,0,0,0,1,0,1,1,0,1,1.0,E019,3
1,28,35,1,0,1,0,0,1,1,1,0,0,47,0,0,1,0,0,0,0,0,0,1,0.2,E059,1
2,46,21,0,0,0,0,1,0,1,0,0,0,18,0,0,0,0,1,1,0,0,0,0,0.5,E044,1
2,70,35,1,1,0,0,0,0,1,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0.33,E046,1
3,10,24,0,0,0,0,1,0,1,0,0,0,10,1,0,1,0,0,0,1,1,1,0,0.5,E002,1
1,8,18,1,0,0,0,1,0,1,1,0,1,6,0,0,0,0,0,1,0,1,0,0,0.2,E064,1
3,13,40,0,0,0,1,0,0,0,1,0,0,26,0,0,0,1,1,1,0,0,0,1,0.5,E053,1
1,68,31,0,0,1,1,0,1,0,1,1,0,49,0,0,0,1,0,1,1,0,0,0,0.4,E055,2
3,47,29,1,0,0,0,0,1,1,0,0,0,26,1,1,0,0,0,1,1,0,0,1,1.0,E001,3
2,47,6,1,0,0,0,0,0,0,0,0,1,43,1,1,0,1,0,0,1,0,0,1,1.0,E078,2
1,26,26,1,0,0,1,0,0,0,0,0,0,25,0,0,0,1,0,1,1,0,1,1,0.5,E095,1
1,26,9,1,0,0,0,1,1,0,0,1,0,50,1,1,0,0,0,0,0,0,1,0,0.5,E070,2
3,24,28,1,0,1,1,0,0,1,0,0,1,17,0,1,0,0,0,0,0,0,0,1,0.2,E067,1
3,60,18,1,0,1,0,1,0,0,0,1,0,37,1,0,0,1,0,0,1,0,1,0,0.5,E068,2
1,69,23,1,0,0,0,0,1,1,0,0,0,23,1,0,0,0,0,0,1,1,1,1,0.67,E039,2
1,37,17,0,0,1,0,1,0,0,0,0,0,19,0,1,0,0,1,0,1,0,1,1,0.5,E098,1
1,66,16,0,0,0,0,0,1,0,0,0,1,23,1,0,1,0,0,1,0,0,1,0,0.5,E003,1
2,46,37,1,0,0,0,0,1,1,1,0,1,30,0,0,0,0,0,1,0,1,0,0,0.4,E020,2
3,13,17,0,0,0,0,0,0,0,0,1,1,10,0,0,1,0,0,1,1,0,0,1,0.5,E085,1
1,67,8,0,0,0,0,0,1,1,1,1,1,28,0,1,0,0,0,1,0,0,0,0,0.2,E076,1
3,29,27,1,0,0,0,0,0,0,0,1,0,24,1,1,1,0,1,0,0,1,0,0,0.5,E059,1
2,67,11,0,0,0,0,0,0,1,0,1,1,13,0,0,1,1,0,1,0,1,0,1,0.33,E022,1
3,61,37,0,1,1,1,0,0,1,1,0,0,42,1,0,0,0,0,0,0,1,0,1,0.2,E028,1
2,41,28,1,0,0,0,0,0,0,0,0,1,34,1,0,0,0,0,1,0,0,0,1,1.0,E029,2
1,4,29,1,1,0,0,0,0,1,1,1,0,34,0,0,0,0,1,1,0,1,0,0,0.2,E046,1
3,52,26,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,1,0,1,1,1,0.5,E011,1
2,35,6,1,0,0,0,0,0,0,1,0,0,19,1,1,1,0,0,0,0,0,0,0,0.5,E056,1
3,61,15,1,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,1,0,1,0,1,0.5,E036,1
3,33,8,1,0,0,1,0,0,0,0,0,0,37,0,0,1,1,1,0,0,1,0,0,0.5,E059,1
1,43,26,0,0,0,1,0,0,0,0,1,0,36,0,0,0,1,0,0,1,0,0,0,0.5,E050,1
3,70,34,1,1,0,0,1,0,1,1,0,0,31,1,0,1,0,0,0,0,1,0,1,0.4,E008,2
2,49,40,0,1,1,0,1,0,0,1,0,1,26,0,0,0,1,0,1,1,1,0,0,0.2,E008,1
3,48,11,0,1,1,0,0,0,0,0,1,0,16,0,0,1,0,0,1,1,1,0,0,0.33,E069,1
1,58,11,1,1,0,0,0,1,0,0,1,1,2,0,0,1,1,1,0,1,0,0,1,0.2,E003,1
1,62,15,0,1,0,1,1,1,0,0,0,1,50,0,0,0,1,0,1,0,1,1,1,0.6,E008,3
2,11,17,0,1,1,1,0,0,0,0,0,1,39,1,0,0,1,1,0,0,0,0,0,0.25,E038,1
1,38,19,0,0,1,1,1,1,0,0,1,0,45,0,1,0,0,1,1,0,1,0,0,0.4,E081,2
3,4,24,0,1,0,1,1,1,0,1,0,0,33,1,0,0,1,1,0,1,1,0,0,0.6,E046,3
3,12,31,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,1,0,1,0.67,E004,2
3,67,35,1,1,0,0,0,0,0,0,1,1,3,1,0,0,1,1,0,0,0,1,0,0.5,E054,2
3,45,21,1,0,1,0,0,0,1,0,1,0,14,0,0,1,0,0,0,0,0,1,0,0.5,E057,2
3,70,40,1,0,1,0,0,1,1,0,0,0,32,1,0,0,0,1,0,1,0,1,1,0.5,E085,2
1,22,27,0,0,0,1,0,1,0,0,0,1,19,0,1,0,1,1,0,0,0,0,0,0.33,E038,1
2,52,14,1,0,1,0,0,0,1,0,1,1,7,0,0,1,1,1,0,1,0,1,0,0.6,E026,3
1,36,38,1,0,1,1,0,0,1,0,0,0,44,1,0,1,1,0,0,0,1,1,0,0.75,E053,3
3,71,5,0,0,0,0,1,0,0,0,0,1,18,1,0,1,0,1,0,1,0,1,0,0.5,E019,1
2,55,18,0,1,1,0,0,0,1,1,0,1,42,0,0,1,1,1,0,0,0,0,0,0.2,E096,1
1,41,14,0,0,0,0,1,0,1,0,0,0,20,0,0,0,0,0,1,1,1,1,0,0.5,E030,1
2,4,25,1,0,0,0,1,0,0,0,0,0,50,1,0,0,0,1,1,0,0,0,1,1.0,E002,2
3,39,19,1,0,0,0,0,0,1,1,1,1,43,1,0,0,1,1,1,0,0,0,0,0.2,E085,1
1,31,19,1,0,0,1,0,0,1,1,0,1,33,0,0,0,0,1,1,1,0,1,1,0.4,E049,2
2,33,14,0,1,1,0,0,0,0,1,0,0,43,1,0,1,0,1,0,0,1,0,1,0.67,E085,2
1,41,7,1,0,1,0,1,0,0,0,1,0,34,0,0,0,0,1,0,1,0,1,1,0.5,E072,2
3,21,12,0,0,0,1,0,1,0,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0.33,E073,1
2,13,34,0,1,1,0,0,0,0,0,0,0,50,1,1,0,1,0,0,0,0,0,0,0.5,E027,1
3,30,29,1,1,0,1,0,0,0,0,0,0,38,0,1,0,1,0,0,0,1,0,0,0.67,E072,2
3,9,34,1,0,0,0,0,1,1,0,1,0,37,0,0,1,0,1,0,1,0,0,1,0.25,E052,1
1,69,30,0,0,0,0,0,0,1,1,0,0,46,1,1,0,0,0,0,1,1,0,0,1.0,E033,2
2,12,39,0,0,1,1,0,0,0,0,1,0,24,0,0,0,1,0,0,1,0,1,0,0.67,E044,2
2,72,32,0,1,0,1,1,1,1,0,0,0,16,1,0,0,0,0,1,1,0,1,0,0.4,E073,2
2,17,5,0,0,0,0,0,1,1,0,0,0,38,1,1,0,0,0,0,1,0,1,1,0.5,E058,1
1,61,35,1,1,0,0,0,1,0,1,1,0,30,0,0,0,0,0,0,0,1,0,1,0.2,E061,1
3,39,28,1,1,0,1,0,1,0,0,0,0,42,0,1,0,0,0,1,1,1,0,0,0.5,E052,2
2,49,39,0,0,0,1,0,1,1,0,0,0,19,0,1,1,1,0,0,0,0,1,0,0.33,E097,1
3,7,31,0,0,0,1,1,0,1,1,0,0,38,1,0,0,1,0,0,0,0,0,0,0.25,E059,1
1,69,28,0,0,0,0,1,1,1,0,0,1,14,0,1,0,1,1,0,0,0,1,0,0.25,E037,1
1,7,11,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0.5,E081,1
2,58,34,0,0,1,1,0,0,1,0,1,1,32,1,1,1,0,1,0,0,0,0,1,0.4,E076,2
3,8,31,0,1,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0.5,E017,1
1,72,24,0,0,0,0,1,0,1,0,0,0,36,1,0,0,1,1,0,1,0,0,1,1.0,E091,2
2,70,30,1,1,0,0,1,0,0,1,0,0,5,1,0,0,0,1,1,1,0,1,0,0.5,E091,2
1,60,33,1,0,1,1,1,0,0,0,0,0,19,0,1,0,1,0,1,0,0,0,0,0.25,E093,1
2,12,20,1,1,0,0,0,1,0,0,0,1,48,0,0,0,0,0,1,1,0,1,0,0.25,E096,1
2,48,26,1,1,1,0,0,1,1,0,0,0,32,0,0,1,1,1,0,0,0,0,1,0.2,E008,1
3,64,23,1,0,0,0,0,1,0,0,0,0,30,1,1,0,0,1,0,0,0,1,1,0.5,E048,1
2,37,23,1,0,0,0,0,1,1,1,0,0,47,0,1,1,0,0,0,0,1,0,0,0.25,E039,1
2,50,19,0,0,1,1,0,0,0,0,1,0,38,1,0,1,0,1,1,0,0,0,1,0.33,E006,1
1,67,25,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0.75,E078,3
3,42,22,0,0,1,0,0,0,0,0,0,1,43,0,0,1,0,1,0,0,0,0,0,0.5,E003,1
1,69,38,1,1,0,0,0,0,0,0,1,1,20,0,1,0,0,0,0,1,0,1,1,0.75,E091,3
3,39,15,0,0,0,0,0,1,0,0,0,1,33,0,1,1,0,0,0,0,0,0,1,0.5,E087,1
1,28,7,0,0,0,0,0,0,1,1,0,0,47,1,0,0,0,0,1,1,0,1,0,0.5,E091,1
3,72,39,1,1,0,1,0,0,1,0,1,0,14,1,0,1,0,0,0,1,0,1,1,0.6,E082,3
2,40,22,0,0,0,1,0,0,1,0,0,0,24,1,1,0,1,0,0,0,1,0,0,0.5,E033,1
2,15,16,0,1,0,0,0,0,0,0,1,0,50,1,1,1,1,0,0,0,0,0,1,0.5,E058,1
3,18,37,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0.4,E053,2
1,45,40,0,0,0,0,1,0,0,0,0,1,43,0,1,0,0,0,0,0,0,0,1,0.5,E075,1
2,62,29,1,0,0,1,1,0,1,0,0,1,18,0,1,0,0,1,0,0,0,0,1,0.4,E014,2
3,62,14,0,0,1,0,1,1,0,1,0,1,38,0,0,1,0,1,0,0,0,1,1,0.6,E060,3
1,65,13,0,1,0,0,1,0,0,1,1,0,11,0,1,0,1,0,1,0,0,0,0,0.25,E061,1
1,31,13,1,1,0,0,0,1,0,0,1,0,36,0,0,0,0,1,0,0,0,1,1,0.25,E038,1
2,40,22,0,0,0,0,0,1,1,0,0,0,25,0,0,1,1,1,0,1,0,1,0,0.5,E072,1
2,37,15,1,1,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,1,0,1,0,0.25,E077,1
1,15,31,0,1,0,0,0,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0.4,E025,2
3,6,18,0,0,0,0,0,0,1,0,0,1,36,0,0,0,0,1,0,0,1,0,1,0.5,E056,1
2,60,33,1,0,0,0,0,0,0,0,0,1,16,1,1,0,1,0,1,1,0,0,0,0.5,E074,1
1,47,35,0,1,0,0,1,1,0,1,0,0,21,0,1,1,0,0,0,0,0,1,0,0.25,E004,1
1,4,20,1,0,0,0,1,1,1,0,0,0,41,0,0,1,0,0,1,0,0,1,0,0.25,E010,1
1,25,12,0,1,0,0,1,0,0,1,0,0,31,1,0,1,1,1,0,0,0,0,0,0.33,E096,1
2,51,40,1,0,0,0,1,0,1,1,0,0,49,0,0,0,1,1,0,1,1,0,1,0.75,E029,3
3,48,38,1,1,0,0,1,1,0,0,0,0,6,0,1,0,0,1,1,0,1,0,1,0.75,E082,3
1,18,11,0,1,1,0,0,0,0,0,1,0,45,0,0,0,1,1,1,0,1,1,0,0.33,E099,1
1,64,12,0,1,0,0,1,0,0,1,1,1,10,0,0,1,1,0,0,0,0,0,1,0.2,E065,1
2,61,21,1,0,0,1,0,1,1,0,0,1,27,0,0,1,0,0,0,1,1,0,0,0.2,E080,1
2,4,38,0,0,0,1,0,1,1,0,1,0,9,0,1,0,1,0,1,1,1,0,0,0.75,E029,3
2,27,6,1,0,0,1,1,1,0,0,0,0,8,1,1,0,1,0,1,1,0,0,0,0.75,E075,3
1,53,28,1,0,1,0,1,0,0,0,0,1,40,0,0,0,0,0,1,0,1,0,1,0.25,E003,1
1,4,8,1,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0.25,E073,1
3,44,7,1,0,0,0,0,1,1,1,1,0,43,1,0,0,1,1,0,1,0,0,0,0.4,E009,2
1,57,24,0,1,1,0,0,1,1,1,0,0,29,0,0,0,0,1,1,0,0,1,0,0.2,E090,1
3,24,5,1,1,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,0,1,1,1,0.25,E027,1
